POA_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6603,0,0,0,0,0,0,0,0,0,9,16,0,24,0,0,0,27,21,0,48
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6609,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,8,5,0,14
POA6612,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,4
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6620,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,7,0,0,11
POA6623,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,3,0,11
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6630,0,0,0,0,0,0,0,0,0,4,5,0,13,0,0,0,13,15,0,24
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6635,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,3,9,4,0,13
POA6638,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,10,9,0,15
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6642,0,0,0,0,0,0,4,0,3,8,4,0,12,6,0,3,15,24,0,42
POA6646,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,11,0,17
POA6701,0,0,0,0,0,0,7,5,8,64,40,5,101,4,8,13,120,93,3,219
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
POA6707,0,0,0,0,0,0,0,0,0,28,19,0,49,0,4,4,52,15,0,71
POA6710,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,10,10,0,22
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6713,0,0,0,0,0,0,0,0,0,6,5,0,12,0,0,0,18,3,0,16
POA6714,0,0,0,0,0,0,0,5,8,203,64,17,284,5,10,12,301,63,4,370
POA6716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6718,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,22,40,0,60
POA6720,0,0,0,0,0,0,0,0,0,17,8,9,32,0,0,0,32,0,0,36
POA6721,0,0,0,0,0,0,0,3,7,50,4,3,58,0,0,0,59,14,3,74
POA6722,0,5,0,0,0,5,7,12,19,175,54,22,248,16,10,18,274,134,18,426
POA6725,0,7,0,0,0,6,13,17,35,163,91,21,271,8,12,26,296,215,23,530
POA6726,0,0,0,0,0,0,6,6,12,94,48,11,144,4,8,16,163,96,6,269
POA6728,0,0,0,0,0,0,13,0,10,43,21,12,74,6,0,4,81,184,5,262
POA6740,0,0,0,0,0,0,0,6,10,10,11,0,27,0,0,0,29,64,10,108
POA6743,0,4,0,0,0,0,16,9,24,85,39,4,137,3,14,8,147,152,6,303
POA6751,0,0,0,0,0,0,0,0,0,33,5,3,39,0,6,6,44,10,0,59
POA6753,0,0,0,0,0,0,0,0,0,65,11,9,85,0,5,10,96,34,0,131
POA6754,0,0,0,0,0,0,0,0,0,22,4,4,28,0,0,0,28,0,0,28
POA6758,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,0,15
POA6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,19,0,21
POA6762,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,9,0,15
POA6765,0,0,0,0,0,0,0,0,0,11,12,4,28,0,0,5,31,69,0,103
POA6770,0,0,0,0,0,0,5,16,20,19,25,8,55,3,10,14,65,161,22,254
POA7000,0,0,0,0,0,0,5,0,3,196,127,17,343,8,7,21,360,147,0,508
POA7004,0,0,0,0,0,0,0,0,0,82,68,16,167,5,4,9,177,76,0,257
POA7005,0,0,0,0,0,0,0,0,4,119,81,11,214,3,5,10,217,87,0,309
POA7007,0,0,0,0,0,0,0,0,0,41,33,3,81,0,6,7,84,37,0,126
POA7008,0,0,0,0,0,0,3,3,8,175,125,8,307,11,9,22,328,143,5,482
POA7009,0,0,0,0,0,0,8,4,13,214,167,23,404,13,24,39,443,293,13,747
POA7010,0,0,0,0,3,5,11,3,18,256,268,36,561,33,29,63,623,461,11,1097
POA7011,0,4,0,0,0,4,4,0,16,320,247,38,600,14,28,40,645,392,12,1054
POA7012,0,0,0,0,0,0,0,0,0,14,3,3,20,0,0,0,21,13,0,32
POA7015,0,0,0,0,0,0,4,0,4,191,123,13,325,6,8,15,340,122,0,469
POA7016,0,0,0,0,0,0,0,0,3,39,51,9,98,5,6,16,113,102,3,220
POA7017,0,0,0,0,0,0,0,0,0,92,68,13,173,5,3,10,179,50,0,231
POA7018,0,0,0,0,0,4,6,8,13,359,300,25,683,20,19,33,715,361,14,1093
POA7019,0,0,0,0,0,0,6,5,13,138,159,16,317,21,26,47,363,277,7,645
POA7020,0,0,0,0,0,0,0,0,4,28,25,0,65,0,0,0,67,21,0,93
POA7021,0,0,0,0,0,0,0,0,0,41,28,5,78,0,0,0,83,18,0,102
POA7022,0,0,0,0,0,0,0,0,0,10,8,0,19,0,0,0,19,10,0,35
POA7023,0,0,0,0,0,0,0,0,0,6,7,0,16,0,0,0,15,4,0,16
POA7024,0,0,0,0,0,0,0,0,0,4,10,0,15,0,0,0,15,5,0,18
POA7025,0,0,0,0,0,0,0,0,0,12,21,0,30,0,0,0,30,18,0,49
POA7026,0,0,0,0,0,0,0,0,0,11,16,0,25,0,0,0,27,16,0,45
POA7027,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,4,0,9
POA7030,3,3,0,5,5,4,17,8,32,280,323,63,664,47,52,99,761,679,19,1462
POA7050,0,0,0,0,0,0,0,0,0,225,187,20,435,11,10,20,455,225,6,691
POA7052,0,0,0,0,0,0,0,0,3,119,107,6,230,0,0,3,235,96,0,326
POA7053,0,0,0,0,0,0,0,0,0,49,47,4,95,3,4,7,101,30,0,138
POA7054,0,0,0,0,0,0,4,0,4,115,111,9,236,5,0,5,244,103,0,341
POA7055,0,0,0,0,0,0,0,0,0,9,7,0,22,0,0,3,23,7,0,37
POA7109,0,0,0,0,0,0,4,3,10,99,105,7,216,3,3,9,228,136,6,370
POA7112,0,0,0,0,0,0,0,4,3,43,57,6,103,0,3,3,111,76,4,189
POA7113,0,0,0,0,0,0,0,0,0,3,18,0,20,3,0,4,29,16,0,48
POA7116,0,0,0,0,0,0,0,0,0,19,22,4,47,0,0,0,48,53,0,97
POA7117,0,0,0,0,0,0,0,0,0,12,9,3,18,0,0,0,26,8,0,36
POA7119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA7120,0,0,0,0,0,0,0,0,4,18,14,4,39,0,4,9,41,42,0,89
POA7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA7140,0,0,0,0,0,5,3,4,11,150,130,25,303,24,20,41,341,287,5,629
POA7150,0,0,0,0,0,0,0,0,0,36,27,0,63,0,0,0,62,31,0,98
POA7155,0,0,0,0,0,0,0,0,0,6,7,3,16,0,0,0,16,15,0,28
POA7162,0,0,0,0,0,0,0,0,0,7,5,0,13,0,0,0,17,11,0,25
POA7163,0,0,0,0,0,0,0,0,0,5,5,0,10,0,0,0,10,8,0,11
POA7170,0,0,0,0,0,0,0,3,0,72,43,13,125,0,3,6,130,32,6,169
POA7171,0,0,0,0,0,0,0,0,0,81,60,4,150,9,0,9,153,63,0,212
POA7172,0,0,0,0,0,0,0,0,0,70,59,17,147,0,3,4,154,85,0,235
POA7173,6,3,0,0,0,4,9,3,12,92,103,17,209,8,11,19,233,120,4,355
POA7174,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,4,4,0,11
POA7175,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,4
POA7176,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,5
POA7177,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,10,5,0,18
POA7178,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,0,6,6,0,13
POA7179,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,11,0,14
POA7180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
POA7182,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,7
POA7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3
POA7184,0,0,0,0,0,0,0,0,0,4,8,4,21,0,0,0,19,18,4,42
POA7185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA7186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA7187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA7190,0,0,0,0,0,0,0,0,0,22,26,9,54,6,4,5,56,56,6,114
POA7209,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,3,0,15
POA7210,0,0,0,0,0,0,0,0,0,4,12,9,25,0,0,0,23,27,0,54
POA7211,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,5,0,5
POA7212,0,0,0,0,0,0,0,0,0,17,23,4,42,3,0,3,41,22,0,68
POA7213,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,12,0,14
POA7214,0,0,0,0,0,0,0,0,0,5,7,0,10,0,0,0,10,21,0,31
POA7215,0,0,0,0,0,0,0,0,0,24,32,6,62,3,3,4,66,60,3,126
POA7216,0,0,0,0,0,0,0,4,7,18,34,8,60,4,6,6,66,73,3,139
POA7248,0,0,0,0,0,0,14,6,21,221,228,28,480,24,39,69,552,477,8,1040
POA7249,0,0,0,0,0,0,3,3,6,207,182,30,418,8,22,25,447,239,3,697
POA7250,8,7,0,0,0,10,7,6,27,748,711,68,1528,45,74,122,1653,853,27,2526
POA7252,0,0,0,0,0,0,0,0,0,23,25,7,53,5,3,5,58,31,0,84
POA7253,0,0,0,0,0,0,3,0,6,42,64,6,112,10,15,26,138,170,0,309
POA7254,0,0,0,0,0,0,0,0,0,11,10,0,16,0,0,0,17,11,0,25
POA7255,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,15,4,3,20
POA7256,0,0,0,0,0,0,0,0,0,15,17,5,39,0,0,0,38,8,0,47
POA7257,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7
POA7258,0,0,0,0,0,0,0,0,0,10,10,0,18,0,0,0,18,9,0,25
POA7259,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,8,6,0,15
POA7260,0,0,0,0,0,0,0,0,4,24,40,9,70,4,3,5,76,59,3,137
POA7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
POA7262,0,0,0,0,0,0,0,0,0,12,14,3,36,0,0,0,34,22,0,59
POA7263,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,9,0,19
POA7264,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,14,0,17
POA7265,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,7,0,13
POA7267,0,0,0,0,0,0,0,0,0,11,4,0,18,0,0,0,16,7,0,27
POA7268,0,0,0,0,0,0,0,0,0,13,8,0,19,0,5,5,20,19,0,40
POA7270,0,0,0,0,0,0,3,0,7,42,43,7,99,7,3,8,107,92,4,205
POA7275,0,0,0,0,0,0,0,0,3,29,28,0,57,5,5,11,64,49,3,119
POA7276,0,0,0,0,0,0,0,0,0,8,4,0,10,0,0,0,18,4,0,15
POA7277,0,0,0,0,0,0,0,0,4,74,53,3,130,0,5,3,134,67,3,210
POA7290,0,0,0,0,0,0,0,0,0,36,32,4,73,4,0,3,79,29,0,108
POA7291,0,0,0,0,0,0,0,0,0,8,12,0,21,0,0,0,21,8,0,29
POA7292,0,0,0,0,0,0,0,0,0,11,3,0,13,0,0,0,13,8,0,13
POA7300,0,0,0,0,0,0,0,0,4,61,43,4,107,0,0,4,110,55,0,166
POA7301,0,3,0,0,0,3,4,0,6,56,57,7,120,7,9,16,130,95,3,222
POA7302,0,0,0,0,0,0,0,0,0,24,14,0,41,0,6,8,40,24,0,63
POA7303,0,0,0,0,0,0,0,0,0,27,27,7,62,0,0,4,69,45,0,110
POA7304,0,0,0,0,0,0,0,0,3,39,61,5,113,4,10,15,123,109,5,233
POA7305,0,0,0,0,0,0,4,0,4,16,15,3,29,0,5,6,33,25,0,62
POA7306,0,0,0,0,0,0,0,0,0,24,33,0,59,3,5,5,63,67,0,123
POA7307,0,0,0,0,0,0,0,4,7,136,126,13,271,6,10,16,287,162,9,461
POA7310,4,9,0,0,0,9,18,12,33,381,394,64,841,46,49,93,935,621,32,1587
POA7315,0,3,0,0,0,3,8,4,15,186,200,32,423,13,14,28,451,308,10,767
POA7316,0,0,0,0,0,0,0,3,0,83,64,6,150,5,4,5,161,74,3,237
POA7320,0,4,0,0,0,4,3,11,11,214,233,30,473,23,32,64,532,449,13,1004
POA7321,0,0,0,0,0,0,0,0,0,44,39,8,93,5,0,3,95,45,0,144
POA7322,0,0,0,0,0,0,0,0,4,44,54,9,100,3,9,17,116,91,3,216
POA7325,0,0,0,0,0,0,4,3,9,99,89,13,191,9,11,16,211,170,8,388
POA7330,0,0,0,0,0,0,0,0,5,67,58,3,126,10,9,20,151,105,7,259
POA7331,0,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,10,8,0,16
POA7466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA7467,0,0,0,0,0,0,3,0,3,13,14,0,25,3,3,9,34,56,0,92
POA7468,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,3,12,7,0,18
POA7469,0,0,0,0,0,0,0,0,0,8,8,4,15,0,0,0,15,22,0,35
POA7470,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,12,21,0,29
POA0800,0,0,0,0,0,0,0,0,0,60,31,7,97,5,0,5,100,27,0,132
POA0810,0,4,0,0,0,8,6,17,23,593,225,45,862,14,20,32,896,407,31,1333
POA0812,0,0,0,0,0,7,4,10,16,373,152,38,556,29,22,47,603,333,25,969
POA0820,0,0,0,0,0,0,0,4,6,333,100,15,450,10,12,24,472,151,5,637
POA0822,0,5,0,0,0,11,28,24,61,194,137,42,366,59,48,103,467,913,42,1422
POA0828,0,0,0,0,0,0,0,0,0,18,7,0,28,0,0,0,25,20,0,41
POA0829,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,8
POA0830,0,3,0,0,0,5,3,6,21,429,157,30,612,36,25,62,674,327,28,1025
POA0832,0,4,0,0,0,4,4,3,10,463,131,35,634,9,8,25,658,172,7,835
POA0834,0,0,0,0,0,0,0,0,0,33,14,5,50,0,0,0,50,5,0,58
POA0835,0,0,0,0,0,0,0,3,3,36,8,5,49,5,7,3,61,30,5,91
POA0836,0,5,0,0,0,5,0,8,6,110,37,16,165,7,7,14,177,60,7,241
POA0837,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,13,9,0,20
POA0838,0,0,0,0,0,0,0,0,0,14,3,0,15,0,0,0,18,4,0,22
POA0839,0,0,0,0,0,0,0,0,0,16,11,0,24,0,0,0,26,3,0,32
POA0840,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,9,0,9
POA0841,0,0,0,0,0,0,0,0,0,4,3,4,8,0,0,0,8,4,0,18
POA0845,0,0,0,0,0,0,0,0,0,3,7,0,11,3,0,3,9,16,0,28
POA0846,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,0,9
POA0847,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,15
POA0850,0,0,0,0,0,0,3,7,12,111,27,12,151,8,8,21,172,137,18,334
POA0852,4,4,0,0,0,4,0,5,8,54,51,10,119,25,10,41,157,292,6,451
POA0853,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,9,0,0,5
POA0854,0,0,0,0,0,0,0,0,0,10,6,0,19,0,6,3,20,43,0,59
POA0860,0,0,0,0,0,0,0,3,3,34,8,8,51,13,3,22,72,112,3,185
POA0862,0,0,0,0,0,0,0,0,0,7,8,3,16,0,0,0,16,23,0,43
POA0870,0,8,0,0,0,8,7,4,23,398,138,32,567,14,15,30,593,307,8,911
POA0872,3,6,0,0,0,6,22,33,61,73,113,27,207,47,14,64,272,539,40,857
POA0873,0,0,0,0,0,0,0,0,5,26,13,0,48,0,0,0,45,74,0,127
POA0874,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5
POA0875,0,0,0,0,0,0,0,0,6,36,18,4,62,9,4,14,76,67,0,144
POA0880,0,0,0,0,0,0,3,4,9,60,18,9,85,3,0,5,89,99,4,190
POA0885,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,9,0,0,11
POA0886,0,0,0,0,0,0,0,0,0,18,7,0,25,0,0,0,28,4,0,31
POA2600,0,0,0,0,0,0,0,0,7,93,23,10,128,6,0,8,135,64,4,202
POA2601,0,0,0,0,0,0,0,0,0,32,7,3,45,0,0,0,43,8,0,58
POA2602,0,0,0,0,0,0,0,8,14,505,236,26,770,24,14,36,810,386,10,1208
POA2603,0,0,0,0,0,0,0,3,4,158,48,5,208,8,3,8,217,61,4,281
POA2604,0,0,0,0,0,0,0,5,7,247,72,16,336,4,8,16,355,110,5,471
POA2605,0,0,0,0,0,0,6,0,3,183,70,10,263,6,7,10,278,116,0,394
POA2606,0,0,0,0,0,0,0,3,3,193,69,14,275,6,6,10,286,102,3,392
POA2607,0,0,0,0,0,5,0,6,9,239,86,14,335,9,3,14,352,154,4,509
POA2609,0,0,0,0,0,0,0,0,0,10,6,0,16,0,0,0,16,15,0,31
POA2611,0,4,0,0,0,4,3,5,12,658,258,43,951,24,13,29,984,401,6,1398
POA2612,0,0,0,0,0,0,0,0,0,173,52,5,234,7,5,13,241,86,3,329
POA2614,0,0,0,0,0,3,0,0,7,333,164,24,517,8,14,21,536,241,4,787
POA2615,3,5,0,0,0,5,4,11,19,841,425,90,1358,33,42,70,1429,681,19,2134
POA2617,0,0,0,0,0,0,0,4,11,525,234,44,799,18,15,28,834,399,9,1245
POA2618,0,0,0,0,0,0,0,0,0,17,5,4,20,0,0,0,20,8,0,26
POA2900,0,0,0,0,0,0,0,0,0,116,31,11,162,6,3,8,172,48,0,219
POA2902,0,3,0,0,0,3,0,0,8,318,158,33,504,8,10,15,521,237,4,761
POA2903,0,0,0,0,0,0,0,3,6,153,74,16,247,10,13,16,262,148,3,409
POA2904,0,0,0,0,0,0,3,3,3,224,87,18,332,10,7,11,348,165,3,513
POA2905,0,6,0,0,0,6,3,4,10,659,280,44,979,13,23,38,1014,384,5,1413
POA2906,0,0,0,0,0,0,0,0,0,451,170,41,656,9,4,17,676,225,3,897
POA2911,0,0,0,0,0,0,0,0,0,76,32,5,110,0,0,0,111,13,0,122
POA2912,0,0,0,0,0,0,0,0,4,142,49,9,197,3,4,11,204,80,0,280
POA2913,0,4,0,0,0,4,0,9,9,725,262,61,1049,23,17,38,1086,365,12,1462
POA2914,0,5,0,0,0,8,0,3,8,583,220,31,831,14,11,30,865,242,7,1112
POA2899,0,0,0,0,0,0,0,0,0,27,29,4,58,0,0,0,58,17,0,73
POA6798,0,0,0,0,0,0,0,0,0,13,6,0,23,0,0,0,24,12,0,34
POA6799,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,7
POA9494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA9797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
