POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA3415,18,17,37,13,0,14,3,10,13,0,0,0,0,0,0,21,9,31,0,3,4,10.5,0,6.9,95,71.4,85.3,85,71.4,79.4,0,0,0,0,0,0,0,3,3,0,4,4,4,0,9,0,0,0,0,0,0,4,0,9,20,20,35,0,0,0,20,12,27,0,5,9
POA3418,1210,1204,2410,582,266,845,118,299,414,37,54,92,15,10,27,758,635,1384,368,490,859,2.3,2.2,2.2,62.4,52.5,57.4,61,51.3,56.1,12,17,36,5,28,39,55,164,222,48,108,159,297,161,462,18,20,41,20,16,41,333,204,534,1140,1159,2299,174,161,335,835,826,1661,407,431,840
POA3419,356,395,749,176,75,254,32,100,129,13,18,27,4,9,16,224,208,427,123,160,282,2.7,4.8,3.7,61.7,52.7,57,60,50.1,54.8,4,11,7,3,9,15,19,51,72,25,34,56,96,54,150,0,5,4,0,6,11,97,63,159,364,403,766,28,30,61,280,303,582,102,103,210
POA3420,111,100,210,74,28,106,9,32,44,0,9,9,0,0,0,83,66,150,22,24,45,0,0,0,75.7,65.3,70.8,75.7,65.3,70.8,0,0,0,0,0,0,0,13,17,11,12,22,33,24,57,0,4,8,0,0,3,42,24,64,122,104,224,10,10,23,91,73,165,31,27,55
POA3423,219,197,415,64,23,86,17,41,62,4,6,7,12,3,19,96,73,171,104,103,205,13.5,6.5,10.4,44,39.3,41.8,38.1,36.7,37.4,4,0,4,0,0,0,11,12,17,16,18,32,46,26,73,6,3,10,0,3,9,54,42,93,195,189,388,32,23,52,141,126,268,78,70,146
POA3424,318,320,633,122,51,171,39,70,107,9,6,16,8,12,22,169,136,308,119,151,272,4.1,8.6,6.1,54.3,43.6,48.9,52.1,39.9,45.9,3,7,11,0,9,10,17,38,56,4,31,33,71,49,125,3,11,13,0,4,7,76,66,142,329,314,641,27,27,52,260,252,512,77,77,149
POA3427,2240,2243,4486,1236,748,1986,254,597,854,93,127,223,57,76,134,1639,1552,3194,450,579,1026,3.5,4.9,4.2,73.2,69.3,71.2,70.6,65.9,68.3,92,113,203,31,78,108,262,418,679,203,293,501,624,303,926,15,27,44,28,45,68,663,377,1038,2210,2189,4396,411,441,850,967,943,1904,1438,1482,2921
POA3428,303,269,567,112,64,178,51,76,122,16,8,19,14,13,18,185,156,341,90,103,191,5.9,6.4,6.1,61.6,58,59.9,57.9,54.3,56.2,8,3,13,0,8,11,22,27,47,19,32,55,98,28,123,3,3,10,3,6,6,103,36,134,285,290,580,22,15,42,248,233,483,56,66,123
POA3429,15282,16384,31668,7800,4478,12280,1930,4421,6346,561,862,1419,496,455,948,10781,10211,20997,3855,5530,9389,4.6,4.5,4.5,70.6,62.3,66.3,67.3,59.5,63.3,463,610,1072,251,596,839,1555,2505,4066,1488,2014,3498,4533,2289,6824,139,251,385,231,348,578,4900,2892,7790,16008,16769,32778,2059,2250,4311,10728,11190,21917,6393,6876,13276
POA3430,140,112,249,63,32,94,9,29,40,7,7,21,0,0,3,93,67,162,33,28,65,2.2,4.5,3.2,64.1,60.9,62.7,62.7,58.2,60.7,4,3,4,0,0,0,10,16,24,9,7,15,40,9,48,0,7,7,0,0,4,40,14,54,131,115,241,16,10,27,100,87,191,43,27,67
POA3431,1707,1835,3540,864,470,1336,214,576,785,73,92,162,36,34,72,1184,1170,2355,457,596,1051,3,3,3,69.5,63.8,66.5,67.4,61.9,64.5,76,91,163,44,94,136,186,339,525,179,225,404,551,243,794,12,22,33,25,50,77,586,313,903,1781,1944,3729,219,231,458,1311,1425,2735,617,650,1269
POA3432,76,83,159,32,26,55,12,19,31,4,9,12,0,0,4,50,48,100,22,28,50,4,4,4,65.8,61,63.3,63.2,58.5,60.8,0,3,8,0,0,0,4,20,23,5,12,16,20,0,23,0,0,0,0,0,0,20,0,22,78,80,156,5,9,9,65,69,132,19,15,35
POA3433,91,88,170,39,15,53,20,31,43,0,7,8,0,0,7,62,45,109,20,29,48,3.2,4.1,3.6,68.9,58.3,63.8,66.7,56,61.5,5,4,10,0,5,5,5,16,22,7,7,19,26,8,34,0,0,4,0,4,4,25,9,38,94,77,172,10,13,19,73,61,135,28,25,49
POA3434,2452,2449,4902,1266,630,1896,286,699,982,103,138,242,53,45,95,1705,1512,3219,621,826,1441,3.1,2.9,3,69.5,61.8,65.6,67.3,60,63.7,57,87,138,39,103,141,221,392,615,213,296,510,833,362,1194,14,35,51,30,63,89,881,453,1336,2562,2509,5068,329,371,695,1654,1630,3289,1063,1086,2147
POA3435,1293,1325,2614,586,331,915,175,364,531,59,71,128,30,19,47,839,776,1621,369,470,839,3.6,2.1,2.8,65.2,59,62,62.8,57.8,60.3,33,57,87,25,52,82,125,239,364,111,175,285,387,149,536,5,14,24,11,20,31,409,177,595,1293,1351,2647,153,179,330,874,904,1776,509,552,1061
POA3437,4415,4647,9062,2246,1234,3479,577,1453,2027,183,223,401,102,92,194,3101,2997,6101,1125,1404,2530,3.3,3,3.2,70.3,64.6,67.4,68,62.6,65.2,188,251,437,120,256,376,601,950,1551,481,578,1063,1237,459,1688,34,55,88,82,92,170,1349,607,1950,4881,4944,9825,627,642,1266,3276,3298,6575,1908,1980,3893
POA3438,943,1041,1985,465,239,706,114,329,442,44,37,80,21,28,42,638,627,1270,259,375,635,3.3,3.8,3.5,67.9,60.6,64.1,65.7,58.3,61.8,53,56,107,33,53,91,134,192,330,96,149,242,252,94,341,4,10,11,12,17,29,266,118,383,1075,1128,2201,91,107,198,795,811,1606,311,351,662
POA3440,814,800,1617,354,190,545,139,244,378,31,50,84,12,18,27,539,502,1041,236,266,506,2.2,3.2,2.7,65.9,62.3,64.1,64.4,60.3,62.4,63,86,145,24,61,85,150,198,346,84,91,167,193,55,251,5,7,12,5,20,27,207,80,293,893,856,1749,100,95,193,646,631,1278,294,288,585
POA3441,606,568,1172,276,135,413,99,132,223,31,35,71,11,6,18,410,313,724,161,216,374,1.9,2.2,2.1,67.5,55.2,61.6,66.2,54,60.3,62,76,138,18,37,54,155,131,284,60,75,130,89,30,124,4,8,12,10,8,20,103,54,154,661,562,1225,56,49,113,452,398,849,234,197,425
POA3442,3317,3606,6926,1438,788,2224,473,1038,1507,149,175,320,70,73,145,2131,2069,4202,1004,1366,2368,3.4,3.4,3.4,64.2,57.3,60.6,62.1,55.3,58.6,287,331,615,108,231,340,640,811,1454,301,425,728,672,292,967,19,37,50,47,65,107,732,389,1117,3448,3637,7084,477,531,1007,2305,2475,4776,1425,1520,2943
POA3444,4083,4324,8406,1648,950,2591,616,1175,1795,153,220,374,88,71,166,2509,2417,4919,1319,1630,2948,3.6,2.9,3.3,61.4,55.9,58.5,59.1,54.2,56.6,192,285,481,109,218,326,623,785,1413,371,483,852,867,433,1300,40,60,100,53,74,127,959,565,1521,4061,4221,8285,513,541,1060,2742,2864,5610,1642,1715,3352
POA3446,458,449,910,190,88,275,80,152,229,12,16,28,16,8,24,293,267,559,133,154,291,4.8,3.4,4.1,64,58.8,61.4,60.9,56.8,58.9,35,42,81,13,29,41,63,104,165,32,46,73,126,56,183,0,4,3,5,7,9,135,66,201,468,468,941,46,39,90,294,317,614,186,171,356
POA3447,245,220,469,78,46,122,42,55,98,15,10,32,3,6,10,143,123,260,84,80,164,2.9,3.3,3.1,56.9,54.5,55.8,55.3,52.7,54.1,12,16,27,11,11,19,32,45,81,22,36,52,62,20,82,3,0,0,3,7,14,69,28,99,212,214,432,24,21,47,153,150,305,77,80,165
POA3448,415,405,822,144,86,229,73,120,194,23,21,48,9,8,22,254,244,491,134,132,271,5.2,4.1,4.7,60.5,59.5,60,57.3,57,57.2,24,28,51,10,25,40,55,71,124,40,55,98,94,48,144,4,9,11,5,7,22,107,64,173,403,405,807,44,40,82,297,286,587,120,140,260
POA3450,3274,3358,6628,786,503,1287,506,858,1363,72,112,183,62,49,111,1428,1520,2945,1603,1496,3101,4.5,3.2,3.8,43.7,45.3,44.5,41.7,43.8,42.8,248,332,581,110,225,337,489,690,1181,259,374,633,448,220,664,19,34,53,33,40,79,499,297,797,2568,2949,5517,393,445,834,1727,2033,3761,1091,1258,2354
POA3451,2340,2476,4813,821,457,1280,415,796,1208,86,105,194,51,48,99,1378,1409,2780,834,929,1764,3.7,3.4,3.6,58.9,56.7,57.8,56.7,54.8,55.7,136,218,355,64,165,223,336,462,797,224,280,500,575,283,861,24,22,46,30,43,71,634,343,981,2346,2406,4754,307,345,652,1526,1552,3081,1011,1087,2096
POA3453,786,767,1554,300,147,446,131,239,372,41,48,85,8,19,26,478,451,927,249,262,512,1.5,3.8,2.6,60.7,58.9,59.8,59.8,56.7,58.2,35,41,82,24,45,63,93,150,245,73,86,157,204,77,286,7,16,23,19,8,24,227,109,335,761,772,1531,92,69,167,583,569,1153,253,253,500
POA3458,1000,1011,2013,358,176,539,157,262,418,47,59,101,11,14,22,568,511,1081,340,395,740,1.8,2.7,2.2,57,50.7,53.8,56,49.3,52.6,85,86,171,34,53,86,175,216,395,93,127,224,212,107,320,4,10,10,18,21,33,234,136,367,939,899,1841,138,141,275,614,589,1206,413,413,828
POA3460,1130,1352,2485,347,216,561,211,333,543,31,36,75,31,18,50,622,601,1231,409,632,1040,5.3,2.8,4.1,55.3,44.7,49.5,52.4,43.4,47.5,88,88,175,26,71,105,162,286,445,140,137,278,199,112,312,8,14,27,20,22,44,228,150,381,987,1201,2191,177,179,360,613,786,1396,505,567,1069
POA3461,2013,1994,4004,653,363,1015,370,551,923,85,98,188,46,40,88,1152,1051,2205,711,793,1503,4.2,3.7,4,57.4,52.7,55.1,55,50.7,52.9,120,156,274,58,120,174,305,393,698,184,251,441,446,196,637,19,19,28,26,35,57,482,245,731,1936,1853,3790,179,230,415,1379,1329,2704,696,713,1409
POA3462,543,513,1054,147,86,240,99,139,239,27,21,48,12,4,18,284,256,539,212,218,433,4.2,1.6,3,52.7,49.3,51,50.5,48.5,49.5,18,37,58,21,30,54,66,87,151,44,70,111,132,53,187,3,5,7,10,6,13,142,66,207,521,470,990,63,62,129,381,329,708,189,182,369
POA3463,1140,1183,2324,345,189,530,162,269,434,49,43,96,27,25,51,581,527,1112,491,594,1088,4.5,5.3,4.9,51.1,44.7,47.8,48.9,42.3,45.5,62,75,145,31,64,94,142,203,339,86,146,238,319,113,443,17,11,32,17,19,40,358,148,505,1064,1034,2098,131,162,294,760,707,1467,411,458,869
POA3464,483,486,965,182,75,261,58,149,212,18,26,43,13,10,21,274,255,532,170,203,372,4.3,3.5,3.9,57.6,53,55.3,55.1,51.1,53.1,12,10,14,6,15,14,22,53,74,25,59,80,145,80,226,0,13,14,3,6,13,150,97,249,505,503,1007,42,49,96,390,362,752,148,156,306
POA3465,4147,4468,8607,1163,674,1843,441,973,1414,134,144,277,142,78,221,1883,1879,3758,1953,2287,4244,7.5,4.4,5.9,45.4,42,43.6,42,40.2,41,39,56,95,28,89,123,211,372,582,191,362,548,1154,630,1787,51,87,139,49,63,115,1251,782,2037,3992,4242,8232,489,529,1020,2856,2957,5817,1439,1646,3081
POA3467,592,558,1143,180,74,251,60,119,176,21,19,45,8,9,19,275,222,494,265,293,556,3.3,5.8,4.5,46.1,40.1,43.2,44.6,37.8,41.3,11,14,26,12,11,17,30,57,86,29,55,81,150,71,217,5,5,16,6,12,20,162,94,254,570,537,1111,51,58,105,407,362,770,198,188,385
POA3468,117,121,243,45,11,59,10,41,48,4,4,11,4,0,4,64,56,120,47,55,104,4.6,0,2.5,53.7,45.8,49.8,51.2,45.8,48.5,3,5,3,0,5,4,14,16,26,9,12,21,37,13,48,0,0,5,0,0,0,38,17,53,118,115,234,12,7,20,100,93,189,20,25,45
POA3469,125,117,237,33,26,53,12,19,30,7,0,9,0,5,6,46,44,98,49,44,95,2,4.2,3.1,39.5,42.1,40.8,38.7,40.4,39.5,0,0,5,5,5,8,6,15,19,10,14,25,19,15,34,0,0,0,0,0,0,19,13,35,95,96,192,9,5,12,76,81,158,23,23,52
POA3472,666,630,1295,144,68,214,73,100,175,20,30,56,20,15,34,252,215,472,358,374,729,7.5,6.9,7.2,38,34.6,36.3,35.1,32.2,33.7,5,5,10,0,7,7,22,61,79,34,71,98,184,71,253,6,15,21,8,22,26,194,106,305,614,593,1208,67,88,159,464,445,912,201,210,410
POA3475,180,149,327,49,20,69,5,30,36,9,4,9,3,5,8,64,62,125,88,73,163,7.5,10.2,8.7,37.4,40.4,38.8,34.6,36.3,35.4,0,0,4,0,0,4,6,6,16,6,15,26,51,17,64,3,4,3,0,3,5,53,25,75,162,138,300,14,11,27,124,107,229,44,44,93
POA3477,371,322,689,152,75,231,41,82,124,18,7,24,6,3,11,218,177,391,116,117,237,2.8,2.3,2.6,58.1,54.5,56.4,56.5,53.3,55,3,5,12,3,15,14,25,37,61,21,47,65,110,45,159,0,5,6,3,6,11,115,55,174,350,318,667,41,36,71,296,256,553,79,71,150
POA3478,1075,1166,2242,378,182,555,127,270,395,29,39,75,26,20,43,559,510,1073,446,552,1000,4.3,3.7,4,51.7,44,47.7,49.4,42.4,45.8,11,18,28,11,26,36,48,111,157,56,96,151,255,148,399,15,21,32,17,26,36,276,190,468,1022,1078,2100,117,121,236,770,792,1559,319,355,672
POA3480,772,755,1524,314,149,458,88,179,272,28,24,52,15,13,26,447,365,813,259,326,585,3.3,3.9,3.6,58.1,48,53.1,56.2,46.1,51.2,3,13,18,4,15,20,37,81,126,31,72,106,202,93,301,6,16,19,7,7,17,218,117,336,763,725,1485,69,75,146,554,517,1075,241,247,486
POA3482,96,75,178,26,9,35,5,16,23,0,0,0,0,0,0,33,30,64,39,31,68,0,3.6,1.6,35.1,35.9,35.4,35.1,34.6,34.9,0,0,0,0,0,0,4,3,11,0,9,15,13,8,18,0,0,0,0,0,0,13,6,16,81,62,136,4,12,16,65,49,108,25,15,37
POA3483,374,356,735,171,78,249,50,98,152,14,13,30,4,6,7,245,196,443,100,137,239,1.6,1.5,1.6,65.4,54.7,60.2,64.4,53.9,59.3,7,11,21,3,10,14,35,62,95,20,48,65,101,40,136,0,0,8,5,0,10,106,42,154,364,359,714,40,31,70,267,270,533,121,109,224
POA3485,135,127,260,48,17,61,14,20,29,9,4,11,0,0,0,69,39,111,53,73,120,4.3,0,2.8,50.7,32.5,42.1,48.5,32.5,40.9,3,0,3,0,0,4,7,5,12,7,6,11,31,16,49,0,3,3,0,0,7,35,19,53,121,108,232,13,13,22,105,86,195,28,29,54
POA3487,31,39,68,18,9,26,5,11,13,3,4,3,0,0,0,25,21,43,5,11,19,0,4.5,2.3,61.8,59.5,60.6,61.8,56.8,59.2,0,0,0,0,0,0,0,0,0,0,4,8,6,8,12,0,0,0,0,0,0,12,5,18,28,35,68,0,5,4,26,33,55,3,10,14
POA3488,38,36,80,20,5,28,4,11,14,0,0,3,0,0,0,26,20,40,15,13,23,0,0,0,55,52.8,53.9,55,52.8,53.9,0,0,0,0,0,0,6,3,5,0,5,4,12,0,12,0,0,0,0,0,4,17,0,20,34,34,73,3,0,9,26,32,59,9,7,18
POA3489,20,23,42,11,3,14,0,8,8,0,0,0,0,0,0,14,8,23,5,10,16,0,0,0,61.9,39.1,50,61.9,39.1,50,0,0,0,0,0,0,0,5,5,0,0,0,9,0,11,0,0,0,0,0,0,9,0,11,27,25,56,0,0,0,28,23,45,6,3,11
POA3490,594,535,1126,235,95,334,46,121,170,25,22,40,13,9,21,327,249,573,212,231,438,4,3.6,3.8,54.6,46.8,50.9,52.4,45.1,49,10,7,17,0,12,11,22,64,87,26,39,68,153,67,217,0,7,10,4,3,9,161,76,235,528,500,1028,63,68,127,413,364,773,154,166,320
POA3491,61,58,120,25,4,32,6,12,23,0,3,4,5,0,0,32,28,61,22,24,44,5.9,3.7,4.9,54.8,49.1,52.1,51.6,47.3,49.6,0,0,0,0,0,0,3,9,12,0,9,8,18,11,29,0,0,0,0,0,4,16,10,29,68,60,125,3,0,4,50,39,91,21,14,31
POA3494,300,233,536,153,64,219,16,55,73,9,13,21,5,5,16,191,137,331,65,59,125,3.6,5.1,4.3,63.6,58.4,61.3,61.3,55.4,58.7,0,4,3,0,0,0,8,17,28,14,20,34,53,41,91,4,7,7,0,6,10,54,46,106,284,209,491,41,28,68,182,126,312,120,104,222
POA3496,2680,2581,5265,1132,541,1676,297,660,953,102,111,213,98,60,155,1628,1373,3001,804,1008,1809,5.8,4.4,5.2,60.7,53.1,57,57.1,50.8,54,30,39,61,27,58,83,102,243,345,142,235,385,725,405,1129,29,45,78,27,33,57,783,486,1270,2600,2519,5116,367,364,728,1873,1776,3649,924,944,1866
POA3498,2406,2418,4819,1123,635,1753,284,662,944,102,121,224,60,37,101,1571,1456,3028,626,754,1384,4.1,2.5,3.3,65.3,60.3,62.8,62.6,58.8,60.7,20,38,57,19,65,93,166,305,472,136,222,352,682,321,1009,22,50,73,24,28,48,726,392,1117,2414,2391,4800,279,278,557,1706,1606,3315,844,906,1750
POA3500,13464,14840,28305,5226,3544,8764,1675,3261,4940,483,618,1103,524,409,932,7904,7837,15739,4449,5885,10333,6.6,5.3,5.9,58.7,52.8,55.6,54.8,50,52.3,306,346,654,162,368,526,980,1779,2758,877,1415,2294,2980,1981,4961,162,254,417,175,250,424,3314,2489,5801,12696,13896,26594,2390,2503,4891,7790,8515,16311,6411,7011,13417
POA3501,838,812,1648,436,242,676,91,236,330,50,46,92,20,17,31,589,545,1135,194,235,426,2.9,2.8,2.8,70.7,67,68.9,68.7,65.2,67,7,21,30,13,23,36,70,126,199,59,94,153,260,109,365,3,8,17,11,7,23,282,127,407,918,926,1849,91,84,174,698,692,1390,251,261,514
POA3505,2003,2019,4021,813,438,1253,227,503,734,82,104,187,61,37,100,1182,1084,2272,616,730,1341,5.2,3.5,4.4,59.1,53.8,56.5,56,51.9,54,13,20,37,11,49,65,86,182,268,102,204,304,532,317,851,18,35,61,13,24,40,571,379,951,2042,2027,4062,185,185,371,1438,1399,2841,664,681,1344
POA3506,17,16,30,8,4,9,0,0,0,0,0,5,0,0,0,10,9,20,0,7,11,10,0,5.6,66.7,53.3,60,60,53.3,56.7,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,0,0,0,0,4,5,3,14,16,29,0,0,0,9,10,15,8,7,17
POA3507,74,73,145,12,0,17,8,17,32,3,4,6,0,3,3,29,28,58,29,22,51,10.3,7.4,8.9,39.2,38,38.6,35.1,35.2,35.2,0,0,0,0,0,0,4,11,14,0,3,6,16,7,22,0,0,0,0,0,0,16,12,28,61,58,121,9,9,17,46,54,95,20,16,34
POA3509,98,91,189,47,16,58,4,29,37,3,4,8,3,9,8,62,51,109,32,26,57,6.9,9.4,8.1,58.6,58.9,58.7,54.5,53.3,54,0,3,3,0,0,0,0,13,13,3,9,9,26,9,35,0,0,0,0,0,0,23,12,35,93,96,189,5,9,12,76,73,149,18,24,43
POA3512,161,136,294,87,32,116,13,46,57,7,3,9,0,0,0,110,75,182,42,42,85,2.8,0,1.6,67.1,56.7,62.4,65.2,56.7,61.4,5,4,5,0,4,4,7,13,25,11,16,27,36,15,55,0,0,0,0,0,0,36,18,52,169,146,310,23,8,31,131,112,244,46,29,78
POA3515,920,951,1876,512,273,774,111,307,420,40,63,101,17,6,23,677,648,1325,206,264,474,2.2,1.4,1.8,73.1,68,70.5,71.5,67.1,69.2,5,18,25,17,33,49,57,151,209,70,133,198,338,174,507,7,12,20,10,17,23,349,201,548,989,1007,1995,177,180,357,601,609,1208,469,479,949
POA3516,315,304,618,139,64,205,39,89,124,18,17,36,3,13,15,206,180,381,85,100,192,2.9,5.1,3.9,65.5,58.4,62,63.6,55.4,59.6,3,4,8,0,10,16,12,34,45,17,41,64,89,45,128,0,6,7,4,3,10,88,51,143,316,305,617,16,25,41,239,233,474,81,85,166
POA3517,648,626,1276,204,83,286,66,130,197,15,30,57,17,23,36,304,268,569,279,297,573,5.3,7.1,6.1,46.7,42.9,44.8,44.2,39.8,42.1,7,6,15,6,10,15,30,53,77,33,58,90,170,93,264,3,9,10,5,10,15,179,110,289,604,579,1188,76,80,153,438,411,847,208,219,431
POA3518,589,573,1165,163,90,257,54,106,158,22,21,37,21,15,34,262,229,491,251,262,508,7.7,5.7,6.7,44.3,39.7,42,40.9,37.5,39.2,3,5,14,0,15,21,23,47,70,28,52,79,146,63,211,5,8,12,5,15,22,155,85,240,520,494,1017,54,63,120,412,368,782,150,170,314
POA3520,76,71,140,7,3,10,9,9,15,0,0,0,3,0,7,15,14,34,52,42,94,14.3,11.8,12.9,19.2,24.3,21.7,16.4,21.4,18.9,0,0,0,0,0,0,0,0,0,0,3,11,13,10,24,0,0,0,0,0,0,18,12,24,62,52,120,3,9,19,61,55,109,15,13,24
POA3521,312,302,618,144,77,217,42,76,118,12,24,39,4,7,12,205,178,387,79,98,176,3.4,3.3,3.3,66.5,59.2,62.8,64.2,57.2,60.7,6,7,14,0,4,7,12,30,40,16,37,55,125,55,172,3,8,11,0,5,7,127,67,194,308,316,628,35,30,69,221,226,446,101,108,209
POA3522,153,143,290,66,27,91,12,36,52,11,10,19,4,0,5,92,75,168,44,53,95,3.4,2.7,3,58.6,53.2,56,56.6,51.8,54.3,0,7,7,0,0,0,5,21,26,12,10,18,42,13,56,0,3,3,0,6,12,47,20,73,137,125,265,21,17,31,105,99,205,43,35,78
POA3523,1793,1703,3492,496,247,748,194,347,544,59,59,123,41,41,82,794,697,1493,774,796,1568,5.3,6.1,5.7,44.3,41.2,42.8,41.9,38.7,40.4,31,49,74,24,51,70,94,152,248,123,171,299,479,199,680,13,30,47,31,24,56,523,255,779,1583,1465,3047,188,203,390,1098,1031,2121,604,582,1185
POA3525,593,589,1178,224,98,327,60,145,206,9,13,26,10,5,21,314,264,574,209,259,468,3.5,3,3.3,52.4,45.1,48.7,50.5,43.7,47.1,10,8,15,3,16,13,38,69,103,34,60,86,140,66,207,7,5,9,5,7,12,149,82,230,541,547,1086,54,54,105,432,407,840,140,166,309
POA3527,328,323,646,123,55,177,36,67,104,9,10,22,11,5,17,181,146,324,119,139,258,4.5,4.8,4.6,54.9,45.2,50.1,52.5,43,47.8,0,10,10,5,13,19,17,32,51,10,27,38,78,47,115,6,0,0,9,3,10,84,49,131,312,293,608,28,22,54,231,229,457,96,86,184
POA3529,50,38,91,28,9,36,0,12,18,0,4,4,0,0,0,28,29,60,18,16,30,3.1,0,1.7,62.7,67.5,64.8,60.8,67.5,63.7,0,0,0,0,0,0,4,7,9,5,9,11,13,4,13,0,0,0,0,0,0,13,0,20,59,46,103,3,5,10,42,36,71,16,18,35
POA3530,64,41,107,30,9,36,6,16,23,0,0,0,0,0,0,37,25,63,22,18,36,0,4,1.6,58.5,56.8,57.8,58.5,54.5,56.9,0,0,0,0,0,0,3,10,14,3,3,11,18,7,30,0,0,0,0,0,0,17,11,31,55,43,97,5,0,12,43,36,79,17,4,21
POA3531,87,71,159,35,12,51,10,23,30,0,4,3,7,0,9,48,42,86,35,28,59,12.2,2.5,7.9,57.6,54.1,56,50.6,52.7,51.6,0,0,0,0,0,5,0,11,13,0,10,11,23,9,34,0,0,0,0,0,0,20,10,34,93,71,158,14,13,24,72,59,131,20,23,43
POA3533,329,297,627,129,44,175,24,80,102,3,11,20,11,4,12,171,143,315,133,133,265,5.9,1.4,3.8,51.4,48.5,50,48.3,47.8,48.1,5,5,6,3,8,9,14,37,47,9,24,36,88,39,123,0,3,8,5,8,9,94,52,145,314,294,600,36,32,78,237,214,450,104,98,196
POA3537,449,475,919,159,63,220,41,110,153,10,25,34,10,3,8,223,201,420,147,186,334,3.6,1.5,2.6,49.9,42,45.8,48.1,41.4,44.6,4,9,17,3,13,13,35,54,87,14,34,48,100,41,146,5,4,12,11,4,10,115,57,170,398,428,829,38,43,79,306,312,620,112,129,232
POA3540,121,123,248,46,19,57,8,20,33,4,0,11,6,0,6,61,43,101,51,60,111,3.4,0,2,47.6,35.8,41.8,46,35.8,41,0,0,0,0,0,0,6,9,19,8,12,16,23,12,30,0,0,0,0,0,0,19,12,33,104,111,211,11,7,17,83,87,170,35,26,54
POA3542,62,54,115,32,13,38,4,12,13,3,0,3,0,0,0,35,22,60,18,28,42,0,0,0,61,37.5,49.6,61,37.5,49.6,0,0,0,0,0,0,0,0,0,5,0,5,15,10,25,0,0,0,0,0,0,15,10,25,57,57,109,4,6,9,53,52,95,9,6,19
POA3544,114,92,206,61,16,77,13,21,32,3,3,4,3,0,4,76,43,120,29,37,61,2.6,2.3,2.5,65,46.7,56.9,63.2,45.7,55.5,0,0,0,0,0,0,0,10,17,6,14,18,21,11,24,0,0,0,4,5,3,20,10,34,110,85,200,6,10,17,89,73,158,25,22,49
POA3546,142,144,286,70,41,106,16,31,47,9,3,12,5,0,5,95,76,174,40,60,103,5.2,0,2.9,66.9,54.2,60.6,63.4,54.2,58.8,0,0,0,0,5,9,6,31,38,8,10,14,24,20,47,0,3,3,6,3,9,32,25,53,155,142,294,9,24,32,118,94,214,38,57,98
POA3549,1730,1539,3264,723,311,1033,193,298,486,76,72,147,52,53,105,1043,735,1776,429,583,1012,5.4,6.7,5.9,60.3,47.6,54.3,57.1,44.4,51.1,7,21,26,9,21,25,58,147,204,66,91,159,202,113,318,8,21,26,20,16,39,229,151,386,1607,1458,3072,210,191,401,1033,1001,2029,665,554,1220
