merchant_abn,merchant_name,consumer_exposure_percentile,knn_score,knn_merchant_risk_percentile,knn_mean_neighbor_distance,knn_max_neighbor_distance,knn_distance_percentile,knn_confidence_score,knn_out_of_distribution,knn_score_source,fraud_risk_index,risk_safety_score
10023283211,Felis Limited,0.5798776342624066,0.5095252493197382,0.33431350373218727,4.486615448214256,5.2207521951874964,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.4570955689972969,54.290443100270316
10142254217,Arcu Ac Orci Corporation,0.44731475186947656,0.6573099031491162,0.6928296765437684,3.4474492700700363,4.239421487614632,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.5700722142066225,42.99277857933775
10165489824,Nunc Sed Company,0.0,0.3134406779100818,0.11106084596245193,3.1301778059795793,4.717324746764311,0.9344262295081968,0.06557377049180324,False,full_model_for_unlabelled_merchant,0.055530422981225964,94.4469577018774
10187291046,Ultricies Dignissim Lacus Foundation,0.11488783140720599,0.65893182436265,0.7658900701198824,1.1290048163362956,1.4709588446797166,0.4262295081967213,0.5737704918032787,False,full_model_for_unlabelled_merchant,0.44038895076354423,55.96110492364558
10192359162,Enim Condimentum PC,0.9023340131429867,0.6520093963679524,0.5666138882605746,1.4891068306319082,2.008203976512263,0.6229508196721312,0.3770491803278688,False,full_model_for_unlabelled_merchant,0.7344739507017806,26.552604929821943
10206519221,Fusce Company,0.669385905279855,0.3553861075082635,0.16331146799366658,4.74448390902673,5.1479320808383635,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.4163486866367608,58.36513133632393
10255988167,Aliquam Enim Incorporated,0.6417403127124405,0.6613748369242236,0.8649626781271206,2.0754422888527926,2.915194630018171,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.7533514954197805,24.66485045802195
10264435225,Ipsum Primis Ltd,0.5658282347609336,0.4509277908644586,0.2596697579733092,4.525144005737269,5.265528412547007,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.41274899636712137,58.725100363287865
10279061213,Pede Ultrices Industries,0.28869249943349196,0.6555035021544443,0.6353766116263289,1.2730748730258568,1.7443686167509265,0.5245901639344263,0.47540983606557374,False,full_model_for_unlabelled_merchant,0.4620345555299104,53.79654444700896
10323485998,Nunc Inc.,0.32789485610695673,0.2966535294894254,0.09364397195204704,3.425492298274739,3.84394601451905,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.2107694140295019,78.92305859704982
10342410215,Facilisis Facilisis Corp.,0.7799682755495128,0.6515877195790442,0.5620900248812486,1.7781532264819315,2.468479272801995,0.6885245901639344,0.3114754098360656,False,full_model_for_unlabelled_merchant,0.6710291502153807,32.89708497846193
10346855916,Odio Institute,0.9655563108996148,0.27761363253381866,0.027369373444921963,4.9084841579574325,7.349759339075507,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.4964628421722684,50.353715782773165
10364012396,Rutrum Justo Ltd,0.07749830047586675,0.5936561336564681,0.438362361456684,4.649924323322838,5.496458575671065,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.2579303309662754,74.20696690337246
10385011947,Tellus Foundation,0.033537276229322455,0.5212146750445094,0.35286134358742366,4.649851182982759,5.410309491666399,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.19319930990837306,80.6800690091627
10385163239,Sed Et Company,0.46793564468615456,0.6786354384174371,0.9757973309206062,3.7682644800342886,4.980383604144885,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.7218664878033804,27.813351219661964
10385250025,Id Ltd,0.4840244731475187,0.6514013603737914,0.559375706853653,1.782019489848468,2.223231145877903,0.6885245901639344,0.3114754098360656,False,full_model_for_unlabelled_merchant,0.5217000900005858,47.829990999941415
10404542215,Consequat Foundation,0.00498527079084523,0.21198765353773855,0.0027143180275955667,4.848317017042641,8.001711480850853,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.0038497944092203986,99.61502055907796
10430380319,Sit Amet Nulla Corp.,0.9308860185814638,0.6650888553565601,0.918570459172133,2.3207997118779256,3.2613930664357715,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.9247282388767983,7.527176112320166
10441711491,Massa Vestibulum Foundation,0.004532064355313846,0.23050460855642468,0.007011988237955214,5.106408177892355,8.177994298742751,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.00577202629663453,99.42279737033655
10462560289,Ut Consulting,0.2728302741898935,0.6635629574774173,0.8997964261479303,2.268477059627342,2.9577182884299655,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.586313350168912,41.36866498310881
10463252268,Id Mollis Corporation,0.7944708814865171,0.5618879127368962,0.4055643519565709,3.720532132579529,4.360381438782265,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.6000176167215441,39.99823832784559
10487253336,Laoreet Lectus Associates,0.589848175844097,0.526201171475436,0.36371861569780595,4.262189733241629,4.851572495550453,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.47678339577095147,52.32166042290485
10530696903,Ut Semper Industries,0.22501699524133242,0.6602246941881312,0.8335218276408053,1.570659940077076,2.1106855777345634,0.6229508196721312,0.3770491803278688,False,full_model_for_unlabelled_merchant,0.5292694114410689,47.073058855893116
10545955006,Lacus Vestibulum Inc.,0.3664174031271244,0.6527451220312016,0.5792807057226872,1.3572844749856008,1.8225908960557378,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.47284905442490577,52.715094557509424
10553813474,Commodo Hendrerit Donec Corporation,0.20620892816677996,0.6575035046861893,0.7000678579506899,1.3824450972922098,1.9442761039136156,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.45313839305873493,54.68616069412651
10596295795,Egestas A Associates,0.7500566508044414,0.5009291424026908,0.31938475458041166,0.49117071819280883,0.7549612943474729,0.13114754098360656,0.8688524590163934,False,full_model_for_unlabelled_merchant,0.5347207026924266,46.52792973075734
10618089367,Enim Consequat Institute,0.3467029231815092,0.45189891240922525,0.26215788283193847,4.376416017593331,4.946988501448739,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.30443040300672386,69.55695969932762
10648956813,Proin Nisl Institute,0.510310446408339,0.29444767918881753,0.054964940058810224,2.4833287512736493,2.77724421227635,0.7868852459016393,0.21311475409836067,False,full_model_for_unlabelled_merchant,0.2826376932335746,71.73623067664255
10651113986,Sed Et Libero PC,0.7421255381826422,0.6575528647548146,0.7021035964713865,3.4029596184476762,4.5277304768433435,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.7221145673270144,27.78854326729856
10672322914,,0.24269204622705642,0.5442441760548045,0.3824926487220086,1.8588826580014088,2.0426464671173505,0.6885245901639344,0.3114754098360656,False,full_model_for_unlabelled_merchant,0.3125923474745325,68.74076525254675
10702078694,Fermentum Risus Foundation,0.48651710854294133,0.6581043297408508,0.7224609816783533,1.1351194148927513,1.7771880592986737,0.4262295081967213,0.5737704918032787,False,full_model_for_unlabelled_merchant,0.6044890451106473,39.551095488935275
10714068705,Sollicitudin Commodo Ipsum Industries,0.2377067754362112,0.629537354298009,0.488577244967202,4.1755814824006965,4.983593762962718,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.3631420102017066,63.685798979829336
10739268011,Libero Proin Mi Incorporated,0.03013822796283707,0.25549290520164986,0.01719068084143859,4.85239165634369,7.648473241647431,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.02366445440213783,97.63355455978622
10746056613,Risus Associates,0.1466122818944029,0.667871193512747,0.9418683555756616,1.9315797383783768,2.7570251074137118,0.7213114754098361,0.2786885245901639,False,full_model_for_unlabelled_merchant,0.5442403187350322,45.57596812649678
10848766800,Ut Dolor Dapibus LLP,0.2762293224563789,0.6596792485716221,0.8050214883510518,2.6994020919549815,3.63900091901672,0.8360655737704918,0.16393442622950816,False,full_model_for_unlabelled_merchant,0.5406254054037154,45.93745945962846
10854978569,Dui Cras Pellentesque Limited,0.18354860639021073,0.6606963848742821,0.8518434743270753,2.8074023446443928,3.9430230709438923,0.8852459016393442,0.11475409836065575,False,full_model_for_unlabelled_merchant,0.517696040358643,48.230395964135695
10860706939,Vitae Aliquet Nec Associates,0.19555857693179243,0.6581557071190562,0.7251752997059489,1.4022004542160602,1.815492581614549,0.5573770491803278,0.4426229508196722,False,full_model_for_unlabelled_merchant,0.46036693831887066,53.963306168112936
10881038707,Sed Facilisis Vitae Incorporated,0.8309539995467936,0.32627838882465393,0.15109703686948653,2.8109085116959216,4.033099976725143,0.8852459016393442,0.11475409836065575,False,full_model_for_unlabelled_merchant,0.49102551820814005,50.897448179186
10901349044,Per Inceptos Company,0.41468388851121685,0.6587361887987798,0.7552589911784664,2.051651389688253,2.8985005344727055,0.7540983606557377,0.24590163934426235,False,full_model_for_unlabelled_merchant,0.5849714398448416,41.502856015515846
10922217544,Justo Associates,0.12961704056197598,0.6599812738288516,0.8206288170097263,3.6063860244281627,4.897979574546238,0.9672131147540983,0.032786885245901676,True,full_model_for_unlabelled_merchant,0.47512292878585116,52.487707121414886
10930486968,Metus Vitae Velit LLP,0.4980738726489916,0.6551173073812682,0.6251979190228455,0.8796657421934563,1.6560676109567791,0.3442622950819672,0.6557377049180328,False,full_model_for_unlabelled_merchant,0.5616358958359186,43.83641041640814
10945019164,Nam Associates,0.6057104010876955,0.6584683715539258,0.7407826283646234,1.8529026220446034,2.6308470002985205,0.6885245901639344,0.3114754098360656,False,full_model_for_unlabelled_merchant,0.6732465147261595,32.67534852738405
