merchant_abn,merchant_name,merchant_category,scoring_date,total_transaction_count,matched_risk_transaction_count,consumer_risk_transaction_coverage,total_transaction_amount,matched_risk_transaction_amount,consumer_risk_amount_coverage,observed_label_transaction_count,observed_consumer_label_transaction_coverage,observed_label_transaction_amount,observed_consumer_label_amount_coverage,total_unique_consumers,matched_risk_unique_consumers,amount_weighted_consumer_risk,transaction_mean_consumer_risk,maximum_consumer_risk,knn_score,knn_mean_neighbor_distance,knn_max_neighbor_distance,knn_distance_percentile,knn_confidence_score,knn_out_of_distribution,knn_ood_threshold,knn_score_source,merchant_risk_model,merchant_fraud_observation_count,mean_observed_merchant_fraud,max_observed_merchant_fraud,latest_observed_merchant_fraud,first_merchant_fraud_date,latest_merchant_fraud_date,consumer_exposure_percentile,knn_merchant_risk_percentile,has_consumer_risk_information,has_direct_merchant_fraud_information,has_knn_merchant_risk_information,fraud_evidence_status,fraud_risk_70c_30knn,risk_safety_70c_30knn,fraud_risk_50c_50knn,risk_safety_50c_50knn,fraud_risk_30c_70knn,risk_safety_30c_70knn,fraud_risk_index,risk_safety_score,fraud_risk_method
11149063370,Et Arcu Limited,art dealers and galleries,2022-02-28,46,46,1.0,839262.3593570334,839262.3593570334,1.0,46,1.0,839262.3593570334,1.0,46,46,0.1196497501821552,0.12091587810869564,0.23020595,0.5069901325691919,0.5339159639503195,0.6732665982595464,0.16393442622950818,0.8360655737704918,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,3,0.5328693336242286,0.5643761254995139,0.5101538421455242,2021-08-28,2022-02-25,0.05982324949014276,0.329563447183895,True,True,True,consumer_and_knn,0.14074530879826844,85.92546912017316,0.1946933483370189,80.5306651662981,0.24864138787576934,75.13586121242307,0.1946933483370189,80.5306651662981,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
11470993597,Sed Associates,"watch, clock, and jewelry repair shops",2022-02-28,263,263,1.0,16470.104147175116,16470.104147175116,1.0,224,0.8517110266159695,13450.30267485973,0.8166495217437146,262,262,0.1416979100097773,0.14129063955893534,0.2641777,0.6675256407501565,1.3238062515167455,2.112157315204657,0.5573770491803278,0.4426229508196722,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,1,0.6337734364737917,0.6337734364737917,0.6337734364737917,2021-09-28,2021-09-28,0.42329481078631315,0.9389278443790997,True,True,True,consumer_and_knn,0.5779847208641491,42.20152791358509,0.6811113275827064,31.888867241729358,0.7842379343012638,21.576206569873623,0.6811113275827064,31.888867241729358,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
11590404675,Arcu Sed PC,"antique shops - sales, repairs, and restoration services",2022-02-28,32,32,1.0,538113.6372853813,538113.6372853813,1.0,29,0.90625,503412.4092151175,0.9355131970910069,32,32,0.12583598072680896,0.1254099355625,0.2266916,0.6365666986571553,0.8546990182603682,1.0973645979459563,0.3442622950819672,0.6557377049180328,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,1,0.29607818240092093,0.29607818240092093,0.29607818240092093,2021-12-21,2021-12-21,0.08633582596872875,0.5082560506672699,True,True,True,consumer_and_knn,0.21291189337829108,78.70881066217089,0.29729593831799933,70.27040616820005,0.3816799832577075,61.83200167422924,0.29729593831799933,70.27040616820005,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
14530561097,Duis At Inc.,"jewelry, watch, clock, and silverware shops",2022-02-28,117,117,1.0,1331962.061074373,1331962.061074373,1.0,113,0.9658119658119658,1303129.3613098762,0.9783532124471772,117,117,0.1472355040589607,0.14124336531623935,0.24717762,0.43234074465880834,1.6482692557840264,2.5303087439129284,0.639344262295082,0.360655737704918,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,1,0.8080054474543396,0.8080054474543396,0.8080054474543396,2021-09-15,2021-09-15,0.8017221844550193,0.24089572494910655,True,True,True,consumer_and_knn,0.6334742466032455,36.65257533967545,0.521308954702063,47.8691045297937,0.4091436628008803,59.08563371991197,0.521308954702063,47.8691045297937,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
14827550074,,,2022-02-28,831,831,1.0,3887780.4827107075,3887780.4827107075,1.0,764,0.9193742478941035,3722809.6976515977,0.9575668467412837,820,820,0.13115092367754244,0.13644103471841154,0.3678367,0.32859145261982203,2.749336599624026,5.300485419330553,0.8524590163934426,0.14754098360655743,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,4,0.4200056688395545,0.4645775596795885,0.3828286860374981,2021-11-26,2021-12-12,0.12508497620666215,0.15245419588328432,True,True,True,consumer_and_knn,0.13329574210964878,86.67042578903512,0.13876958604497325,86.12304139550268,0.14424342998029765,85.57565700197023,0.13876958604497325,86.12304139550268,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
15043504837,Odio Incorporated,"jewelry, watch, clock, and silverware shops",2022-02-28,124,124,1.0,1930265.86887777,1930265.86887777,1.0,115,0.9274193548387096,1811124.0111681663,0.9382769702192004,124,124,0.1318845305715096,0.1310841705967742,0.23471902,0.5149696863120499,1.7186249501144535,2.600214021518864,0.6885245901639344,0.3114754098360656,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,3,0.3698537064685347,0.5977648897297805,0.2612523097610844,2021-08-29,2021-12-14,0.13301608882846136,0.34471838950463696,True,True,True,consumer_and_knn,0.19652677903131405,80.3473220968686,0.23886723916654917,76.11327608334508,0.28120769930178424,71.87923006982157,0.23886723916654917,76.11327608334508,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
15157368385,Tempus Non Lacinia Inc.,artist supply and craft shops,2022-02-28,65,65,1.0,19155.971429976096,19155.971429976096,1.0,53,0.8153846153846154,15640.792836761439,0.8164969807945133,65,65,0.15626223099369968,0.14198324524615386,0.25992325,0.6668816863946394,3.378194399563827,4.196092993110978,0.9672131147540983,0.032786885245901676,True,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,1,0.6427741319283029,0.6427741319283029,0.6427741319283029,2021-12-13,2021-12-13,0.9245411284840245,0.9334992083239086,True,True,True,consumer_and_knn,0.9272285524359896,7.277144756401044,0.9290201684039665,7.097983159603349,0.9308117843719433,6.918821562805666,0.9290201684039665,7.097983159603349,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
18158387243,Nec Tellus Ltd,health and beauty spas,2022-02-28,9401,9401,1.0,5372355.059353227,5372355.059353227,1.0,7816,0.8314009147962983,4455355.457850309,0.8293114302066784,7801,7801,0.14347838704152935,0.1431897395202641,0.61699,0.2962555289105973,0.7899503684942275,1.0751440367743106,0.29508196721311475,0.7049180327868853,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,2,0.29029683404318185,0.2910241891640991,0.28956947892226464,2021-11-26,2021-11-29,0.6050305914343984,0.08029857498303551,True,True,True,consumer_and_knn,0.44761098649898956,55.238901350101045,0.34266458320871696,65.73354167912831,0.23771817991844438,76.22818200815557,0.34266458320871696,65.73354167912831,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
18737319630,Ut Industries,"computers, computer peripheral equipment, and software",2022-02-28,122,122,1.0,24255.311884298564,24255.311884298564,1.0,99,0.8114754098360656,19132.213538511445,0.7887844786236904,122,122,0.1394272311372344,0.14460299224590162,0.27010116,0.6451604008823097,1.9353810039346595,2.51009469355578,0.7377049180327869,0.2622950819672131,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,1,0.7273069736562613,0.7273069736562613,0.7273069736562613,2021-09-25,2021-09-25,0.28982551552232044,0.519791902284551,True,True,True,consumer_and_knn,0.3588154315509896,64.11845684490103,0.4048087089034357,59.51912910965643,0.4508019862558818,54.91980137441181,0.4048087089034357,59.51912910965643,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
19010030815,,,2022-02-28,23,23,1.0,461299.6348281817,461299.6348281817,1.0,23,1.0,461299.6348281817,1.0,23,23,0.12589021111847018,0.1339233165652174,0.22725047,0.4419821024098463,1.1922433042490241,2.0086319170421665,0.5081967213114754,0.4918032786885246,False,3.3410324977034147,leave_one_out_for_labelled_merchant,KNN,3,0.5103392791971205,0.5680614264419132,0.48642698518841015,2021-09-28,2021-12-24,0.08678903240426014,0.24813390635602806,True,True,True,consumer_and_knn,0.13519249458979052,86.48075054102094,0.1674614693801441,83.25385306198558,0.19973044417049768,80.02695558295024,0.1674614693801441,83.25385306198558,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
