merchant_abn,merchant_name,merchant_category,scoring_date,total_transaction_count,matched_risk_transaction_count,consumer_risk_transaction_coverage,total_transaction_amount,matched_risk_transaction_amount,consumer_risk_amount_coverage,observed_label_transaction_count,observed_consumer_label_transaction_coverage,observed_label_transaction_amount,observed_consumer_label_amount_coverage,total_unique_consumers,matched_risk_unique_consumers,amount_weighted_consumer_risk,transaction_mean_consumer_risk,maximum_consumer_risk,knn_score,knn_mean_neighbor_distance,knn_max_neighbor_distance,knn_distance_percentile,knn_confidence_score,knn_out_of_distribution,knn_ood_threshold,knn_score_source,merchant_risk_model,merchant_fraud_observation_count,mean_observed_merchant_fraud,max_observed_merchant_fraud,latest_observed_merchant_fraud,first_merchant_fraud_date,latest_merchant_fraud_date,consumer_exposure_percentile,knn_merchant_risk_percentile,has_consumer_risk_information,has_direct_merchant_fraud_information,has_knn_merchant_risk_information,fraud_evidence_status,fraud_risk_70c_30knn,risk_safety_70c_30knn,fraud_risk_50c_50knn,risk_safety_50c_50knn,fraud_risk_30c_70knn,risk_safety_30c_70knn,fraud_risk_index,risk_safety_score,fraud_risk_method
10023283211,Felis Limited,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",2022-02-28,1865,1865,1.0,402583.63066634024,402583.63066634024,1.0,1550,0.8310991957104558,330367.2961419691,0.8206178070259798,1791,1791,0.14323554428701796,0.14128598622520108,0.3678367,0.5095252493197382,4.486615448214256,5.2207521951874964,0.9672131147540983,0.032786885245901676,True,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.5798776342624066,0.33431350373218727,True,False,True,consumer_and_knn,0.5062083951033408,49.37916048966592,0.4570955689972969,54.290443100270316,0.407982742891253,59.2017257108747,0.4570955689972969,54.290443100270316,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10142254217,Arcu Ac Orci Corporation,"cable, satellite, and other pay television and radio services",2022-02-28,1716,1716,1.0,66627.75326879056,66627.75326879056,1.0,1427,0.8315850815850816,55257.36728392147,0.8293445985038918,1646,1646,0.14198124502216444,0.1431856868706294,0.26460892,0.6573099031491162,3.4474492700700363,4.239421487614632,0.9672131147540983,0.032786885245901676,True,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.44731475186947656,0.6928296765437684,True,False,True,consumer_and_knn,0.520969229271764,47.9030770728236,0.5700722142066225,42.99277857933775,0.6191751991414808,38.08248008585192,0.5700722142066225,42.99277857933775,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10165489824,Nunc Sed Company,"jewelry, watch, clock, and silverware shops",2022-02-28,2,2,1.0,31573.58672325855,31573.58672325855,1.0,2,1.0,31573.58672325855,1.0,2,2,0.06436482434385002,0.06481612,0.06628506,0.3134406779100818,3.1301778059795793,4.717324746764311,0.9344262295081968,0.06557377049180324,False,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.0,0.11106084596245193,True,False,True,consumer_and_knn,0.033318253788735576,96.66817462112644,0.055530422981225964,94.4469577018774,0.07774259217371635,92.22574078262836,0.055530422981225964,94.4469577018774,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10187291046,Ultricies Dignissim Lacus Foundation,"watch, clock, and jewelry repair shops",2022-02-28,197,197,1.0,22574.54776679487,22574.54776679487,1.0,158,0.8020304568527918,18465.32987221972,0.8179711976060297,197,197,0.13004694992468005,0.13598544596954315,0.26385254,0.65893182436265,1.1290048163362956,1.4709588446797166,0.4262295081967213,0.5737704918032787,False,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.11488783140720599,0.7658900701198824,True,False,True,consumer_and_knn,0.3101885030210089,68.9811496978991,0.44038895076354423,55.96110492364558,0.5705893985060794,42.941060149392065,0.44038895076354423,55.96110492364558,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10192359162,Enim Condimentum PC,"music shops - musical instruments, pianos, and sheet music",2022-02-28,219,219,1.0,99651.01626816587,99651.01626816587,1.0,183,0.8356164383561644,82378.67239450057,0.826671673601556,219,219,0.15348356294641644,0.14894655995433795,0.2610083,0.6520093963679524,1.4891068306319082,2.008203976512263,0.6229508196721312,0.3770491803278688,False,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.9023340131429867,0.5666138882605746,True,False,True,consumer_and_knn,0.801617975678263,19.838202432173702,0.7344739507017806,26.552604929821943,0.6673299257252983,33.267007427470176,0.7344739507017806,26.552604929821943,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10206519221,Fusce Company,"gift, card, novelty, and souvenir shops",2022-02-28,5580,5580,1.0,210828.09198175292,210828.09198175292,1.0,4676,0.8379928315412186,177227.88840725896,0.8406274834693185,4972,4972,0.1442872535822202,0.14347877365860215,0.2783949,0.3553861075082635,4.74448390902673,5.1479320808383635,0.9672131147540983,0.032786885245901676,True,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.669385905279855,0.16331146799366658,True,False,True,consumer_and_knn,0.5175635740939984,48.24364259060015,0.4163486866367608,58.36513133632393,0.3151337991795231,68.4866200820477,0.4163486866367608,58.36513133632393,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10255988167,Aliquam Enim Incorporated,"computers, computer peripheral equipment, and software",2022-02-28,495,495,1.0,194431.4596611076,194431.4596611076,1.0,409,0.8262626262626263,162692.42484535393,0.8367597770902171,486,486,0.14386646317849794,0.1427460229777778,0.26559326,0.6613748369242236,2.0754422888527926,2.915194630018171,0.7540983606557377,0.24590163934426235,False,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.6417403127124405,0.8649626781271206,True,False,True,consumer_and_knn,0.7087070223368445,29.129297766315553,0.7533514954197805,24.66485045802195,0.7979959685027165,20.200403149728352,0.7533514954197805,24.66485045802195,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10264435225,Ipsum Primis Ltd,"watch, clock, and jewelry repair shops",2022-02-28,2866,2866,1.0,333367.7902435482,333367.7902435482,1.0,2390,0.8339148639218423,281638.0373629432,0.8448267817271343,2710,2710,0.14311043845156074,0.14189273408025121,0.2783949,0.4509277908644586,4.525144005737269,5.265528412547007,0.9672131147540983,0.032786885245901676,True,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.5658282347609336,0.2596697579733092,True,False,True,consumer_and_knn,0.47398069172464624,52.60193082753537,0.41274899636712137,58.725100363287865,0.3515173010095965,64.84826989904036,0.41274899636712137,58.725100363287865,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10279061213,Pede Ultrices Industries,"computer programming , data processing, and integrated systems design services",2022-02-28,328,328,1.0,98349.09722005419,98349.09722005419,1.0,276,0.8414634146341463,84740.436855523,0.8616290260999339,328,328,0.13936630222728963,0.13908962967682922,0.25909117,0.6555035021544443,1.2730748730258568,1.7443686167509265,0.5245901639344263,0.47540983606557374,False,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.28869249943349196,0.6353766116263289,True,False,True,consumer_and_knn,0.39269773309134304,60.7302266908657,0.4620345555299104,53.79654444700896,0.5313713779684778,46.862862203152226,0.4620345555299104,53.79654444700896,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
10323485998,Nunc Inc.,"furniture, home furnishings and equipment shops, and manufacturers, except appliances",2022-02-28,5970,5970,1.0,759054.9772904536,759054.9772904536,1.0,4999,0.8373534338358459,636727.7644327739,0.8388427498435717,5273,5273,0.1402737941263829,0.13994255488375193,0.34678724,0.2966535294894254,3.425492298274739,3.84394601451905,0.9672131147540983,0.032786885245901676,True,3.3410324977034147,full_model_for_unlabelled_merchant,KNN,,,,,,,0.32789485610695673,0.09364397195204704,True,False,True,consumer_and_knn,0.2576195908604838,74.23804091395162,0.2107694140295019,78.92305859704982,0.16391923719851995,83.608076280148,0.2107694140295019,78.92305859704982,0.5 consumer exposure percentile + 0.5 KNN merchant risk percentile
