postcode,measure,derived_pct,published_pct,absolute_difference_pp,comparison_status,action
0800,unemployment_rate,3.323932312651088,3.4,0.07606768734891212,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0810,unemployment_rate,4.135180520570949,4.1,0.03518052057094945,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0812,unemployment_rate,5.2481520591341075,5.3,0.051847940865892284,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0820,unemployment_rate,3.2718188411636713,3.3,0.028181158836328546,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0822,unemployment_rate,17.965967550455087,18.0,0.034032449544913135,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0828,unemployment_rate,5.703883495145631,5.5,0.20388349514563142,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0829,unemployment_rate,1.0703363914373087,1.4,0.32966360856269117,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0830,unemployment_rate,5.215562565720294,5.2,0.015562565720293797,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0832,unemployment_rate,3.2958730758334123,3.3,0.004126924166587553,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0834,unemployment_rate,4.644549763033176,4.6,0.04454976303317615,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0835,unemployment_rate,3.7225042301184432,3.8,0.0774957698815566,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0836,unemployment_rate,3.1805425631431246,3.2,0.01945743685687562,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0837,unemployment_rate,0.0,1.0,1.0,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0838,unemployment_rate,3.3734939759036147,4.1,0.726506024096385,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0839,unemployment_rate,4.395604395604396,5.2,0.8043956043956042,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0840,unemployment_rate,11.904761904761903,11.7,0.20476190476190403,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0841,unemployment_rate,4.98220640569395,4.9,0.08220640569394977,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0845,unemployment_rate,11.76470588235294,11.8,0.035294117647060474,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0846,unemployment_rate,3.7037037037037033,6.5,2.7962962962962967,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0847,unemployment_rate,5.1020408163265305,4.0,1.1020408163265305,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0850,unemployment_rate,4.307365062483382,4.3,0.00736506248338209,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0852,unemployment_rate,15.251572327044025,15.3,0.04842767295597561,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0853,unemployment_rate,1.694915254237288,0.9,0.794915254237288,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0854,unemployment_rate,6.637168141592921,6.6,0.0371681415929217,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0860,unemployment_rate,8.67802108678021,8.8,0.12197891321978993,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0862,unemployment_rate,0.0,0.3,0.3,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0870,unemployment_rate,3.6312849162011176,3.6,0.03128491620111751,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0872,unemployment_rate,17.647058823529413,17.8,0.1529411764705877,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0873,unemployment_rate,1.6047297297297296,1.6,0.004729729729729515,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0874,unemployment_rate,2.459016393442623,1.6,0.8590163934426229,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0875,unemployment_rate,4.527081649151172,4.7,0.17291835084882834,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0880,unemployment_rate,4.3326693227091635,4.4,0.06733067729083686,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0885,unemployment_rate,1.3123359580052494,0.8,0.5123359580052493,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
0886,unemployment_rate,2.4154589371980677,2.7,0.2845410628019325,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2000,unemployment_rate,7.171052631578948,7.2,0.02894736842105239,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2007,unemployment_rate,9.870070663323457,9.8,0.07007066332345602,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2008,unemployment_rate,9.045304906725192,9.1,0.05469509327480715,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2009,unemployment_rate,5.424218544785921,5.4,0.02421854478592067,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2010,unemployment_rate,4.640008923094083,4.6,0.040008923094083215,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2011,unemployment_rate,5.0383998649675075,5.0,0.03839986496750747,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2015,unemployment_rate,3.302234225386693,3.3,0.002234225386693378,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2016,unemployment_rate,5.791407933088329,5.8,0.008592066911671026,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2017,unemployment_rate,6.10403984504704,6.1,0.004039845047040025,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2018,unemployment_rate,4.744990892531876,4.8,0.05500910746812426,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2019,unemployment_rate,3.2464076636508783,3.2,0.04640766365087812,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2020,unemployment_rate,5.857099049371358,5.9,0.042900950628641965,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2021,unemployment_rate,3.587014369345397,3.6,0.01298563065460323,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2022,unemployment_rate,4.155742003146303,4.1,0.055742003146303176,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2023,unemployment_rate,3.1659961518278816,3.1,0.06599615182788154,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2024,unemployment_rate,2.4492426683854336,2.4,0.049242668385433674,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2025,unemployment_rate,3.0122046221760583,3.1,0.08779537782394176,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2026,unemployment_rate,3.921177350960339,3.9,0.021177350960339236,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2027,unemployment_rate,3.4344860032933426,3.4,0.034486003293342726,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2028,unemployment_rate,3.399122807017544,3.5,0.1008771929824559,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2029,unemployment_rate,3.433232169954476,3.4,0.0332321699544762,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2030,unemployment_rate,3.6663350859741364,3.7,0.0336649140258638,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2031,unemployment_rate,3.4658460296640095,3.5,0.03415397033599055,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2032,unemployment_rate,6.371753246753246,6.4,0.028246753246754075,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2033,unemployment_rate,6.045145330859617,6.0,0.045145330859616806,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2034,unemployment_rate,3.640595129249439,3.6,0.040595129249438866,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2035,unemployment_rate,4.58123336542273,4.6,0.018766634577269237,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2036,unemployment_rate,4.45087416892391,4.4,0.050874168923909835,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2037,unemployment_rate,5.295039164490862,5.3,0.004960835509137951,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2038,unemployment_rate,3.7735849056603774,3.8,0.026415094339622414,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2039,unemployment_rate,3.3067496595993,3.4,0.0932503404006999,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2040,unemployment_rate,3.9294244548886663,3.9,0.029424454888666407,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2041,unemployment_rate,3.814432989690722,3.8,0.014432989690722042,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2042,unemployment_rate,4.154373654413524,4.2,0.04562634558647627,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2043,unemployment_rate,3.1321184510250575,3.2,0.0678815489749427,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2044,unemployment_rate,3.9080911233307147,3.9,0.008091123330714822,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2045,unemployment_rate,3.3516148689823275,3.4,0.04838513101767239,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2046,unemployment_rate,3.290345067967933,3.3,0.00965493203206691,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2047,unemployment_rate,3.1137724550898205,3.1,0.01377245508982039,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2048,unemployment_rate,4.163197335553705,4.2,0.0368026644462951,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2049,unemployment_rate,4.023526266541906,4.0,0.02352626654190626,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2050,unemployment_rate,5.240106366338183,5.2,0.04010636633818265,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2060,unemployment_rate,3.8510368176047396,3.8,0.05103681760473977,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2061,unemployment_rate,3.980236069173758,3.9,0.08023606917375803,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2062,unemployment_rate,3.0486329542705057,3.1,0.051367045729494354,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2063,unemployment_rate,3.6458333333333335,3.7,0.054166666666666696,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2064,unemployment_rate,4.831482563802844,4.9,0.06851743619715656,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2065,unemployment_rate,3.1905835211620333,3.2,0.009416478837966924,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2066,unemployment_rate,3.607707613362656,3.6,0.007707613362656129,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2067,unemployment_rate,5.43709240126035,5.4,0.03709240126034974,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2068,unemployment_rate,3.6347217518907327,3.6,0.034721751890732566,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2069,unemployment_rate,4.108284587131003,4.1,0.008284587131003107,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
2070,unemployment_rate,4.1317699609156895,4.1,0.03176996091568984,both_available,Use the ABS-published G43 percentage as the analysis feature; retain the derived G46B rate for QA.
