merchant_abn,fraud_risk_index,risk_safety_score,fraud_risk_70c_30knn,risk_safety_70c_30knn,fraud_risk_50c_50knn,risk_safety_50c_50knn,fraud_risk_30c_70knn,risk_safety_30c_70knn,consumer_exposure_percentile,knn_merchant_risk_percentile,knn_confidence_score,knn_out_of_distribution
10023283211,0.4570955689972969,54.29044310027032,0.5062083951033408,49.37916048966592,0.4570955689972969,54.29044310027032,0.407982742891253,59.2017257108747,0.5798776342624066,0.3343135037321872,0.0327868852459016,True
10142254217,0.5700722142066225,42.99277857933775,0.520969229271764,47.9030770728236,0.5700722142066225,42.99277857933775,0.6191751991414808,38.08248008585192,0.4473147518694765,0.6928296765437684,0.0327868852459016,True
10165489824,0.0555304229812259,94.4469577018774,0.0333182537887355,96.66817462112644,0.0555304229812259,94.4469577018774,0.0777425921737163,92.22574078262836,0.0,0.1110608459624519,0.0655737704918032,False
10187291046,0.4403889507635442,55.96110492364558,0.3101885030210089,68.9811496978991,0.4403889507635442,55.96110492364558,0.5705893985060794,42.941060149392065,0.1148878314072059,0.7658900701198824,0.5737704918032787,False
10192359162,0.7344739507017806,26.552604929821943,0.801617975678263,19.838202432173706,0.7344739507017806,26.552604929821943,0.6673299257252983,33.267007427470176,0.9023340131429868,0.5666138882605746,0.3770491803278688,False
10206519221,0.4163486866367608,58.36513133632393,0.5175635740939984,48.24364259060015,0.4163486866367608,58.36513133632393,0.3151337991795231,68.4866200820477,0.669385905279855,0.1633114679936665,0.0327868852459016,True
10255988167,0.7533514954197805,24.66485045802195,0.7087070223368445,29.129297766315553,0.7533514954197805,24.66485045802195,0.7979959685027165,20.200403149728352,0.6417403127124405,0.8649626781271206,0.2459016393442623,False
10264435225,0.4127489963671213,58.725100363287865,0.4739806917246462,52.60193082753537,0.4127489963671213,58.725100363287865,0.3515173010095965,64.84826989904036,0.5658282347609336,0.2596697579733092,0.0327868852459016,True
10279061213,0.4620345555299104,53.79654444700896,0.392697733091343,60.7302266908657,0.4620345555299104,53.79654444700896,0.5313713779684778,46.862862203152226,0.2886924994334919,0.6353766116263289,0.4754098360655737,False
10323485998,0.2107694140295019,78.92305859704982,0.2576195908604838,74.23804091395162,0.2107694140295019,78.92305859704982,0.1639192371985199,83.608076280148,0.3278948561069567,0.093643971952047,0.0327868852459016,True
10342410215,0.6710291502153807,32.89708497846193,0.7146048003490334,28.53951996509666,0.6710291502153807,32.89708497846193,0.6274535000817278,37.254649991827215,0.7799682755495128,0.5620900248812486,0.3114754098360656,False
10346855916,0.4964628421722684,50.353715782773165,0.6841002296632069,31.589977033679308,0.4964628421722684,50.353715782773165,0.3088254546813298,69.11745453186701,0.9655563108996148,0.0273693734449219,0.0327868852459016,True
10364012396,0.2579303309662754,74.20696690337246,0.1857575187701119,81.42424812298881,0.2579303309662754,74.20696690337246,0.3301031431624388,66.98968568375612,0.0774983004758667,0.438362361456684,0.0327868852459016,True
10385011947,0.193199309908373,80.6800690091627,0.1293344964367528,87.06655035632471,0.193199309908373,80.6800690091627,0.2570641233799933,74.29358766200068,0.0335372762293224,0.3528613435874236,0.0327868852459016,True
10385163239,0.7218664878033804,27.813351219661964,0.6202941505564901,37.97058494435099,0.7218664878033804,27.813351219661964,0.8234388250502707,17.656117494972932,0.4679356446861545,0.9757973309206062,0.0327868852459016,True
10385250025,0.5217000900005858,47.829990999941415,0.506629843259359,49.3370156740641,0.5217000900005858,47.829990999941415,0.5367703367418126,46.32296632581874,0.4840244731475187,0.559375706853653,0.3114754098360656,False
10404542215,0.0038497944092203,99.61502055907796,0.0043039849618703,99.56960150381296,0.0038497944092203,99.61502055907796,0.0033956038565704,99.66043961434296,0.0049852707908452,0.0027143180275955,0.0327868852459016,True
10430380319,0.9247282388767984,7.527176112320166,0.9271913507586644,7.280864924133546,0.9247282388767984,7.527176112320166,0.9222651269949322,7.773487300506776,0.9308860185814638,0.918570459172133,0.2459016393442623,False
10441711491,0.0057720262966345,99.42279737033655,0.0052760415201062,99.47239584798938,0.0057720262966345,99.42279737033655,0.0062680110731628,99.37319889268372,0.0045320643553138,0.0070119882379552,0.0327868852459016,True
10462560289,0.586313350168912,41.36866498310881,0.4609201197773045,53.90798802226955,0.586313350168912,41.36866498310881,0.7117065805605193,28.829341943948073,0.2728302741898935,0.8997964261479303,0.2459016393442623,False
10463252268,0.6000176167215441,39.99823832784559,0.6777989226275333,32.22010773724667,0.6000176167215441,39.99823832784559,0.5222363108155548,47.776368918444525,0.7944708814865171,0.4055643519565709,0.0327868852459016,True
